[INFO ] 2026-02-02 22:42:05,158 [main]  com.oltpbenchmark.DBWorkload main - ======================================================================
[WARN ] 2026-02-02 22:43:58,878 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=8]
[WARN ] 2026-02-02 22:43:58,879 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=9]
[WARN ] 2026-02-02 22:43:58,879 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=10]
[WARN ] 2026-02-02 22:43:58,893 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:58,894 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:58,894 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:58,894 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:58,894 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:58,895 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:58,895 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:58,895 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:58,895 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:58,896 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:58,903 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,903 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,904 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,904 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,904 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,904 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:58,905 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:58,905 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:58,905 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:58,906 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:58,917 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:58,918 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:58,919 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:58,919 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:58,919 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:58,922 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,922 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,922 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:58,923 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:58,924 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:58,931 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,931 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,931 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:58,932 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:58,933 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:58,934 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:58,934 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:58,935 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:58,935 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:58,935 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:58,935 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:58,936 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:58,936 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:58,936 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:58,936 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=1]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=2]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=3]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=4]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=5]
[WARN ] 2026-02-02 22:43:58,937 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=6]
[WARN ] 2026-02-02 22:43:58,938 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=7]
[WARN ] 2026-02-02 22:43:58,938 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=8]
[WARN ] 2026-02-02 22:43:58,938 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=9]
[WARN ] 2026-02-02 22:43:58,938 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=10]
[WARN ] 2026-02-02 22:43:58,947 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=1]
[WARN ] 2026-02-02 22:43:58,948 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=2]
[WARN ] 2026-02-02 22:43:58,948 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=3]
[WARN ] 2026-02-02 22:43:58,948 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=4]
[WARN ] 2026-02-02 22:43:58,948 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=5]
[WARN ] 2026-02-02 22:43:58,949 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=6]
[WARN ] 2026-02-02 22:43:58,949 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=7]
[WARN ] 2026-02-02 22:43:58,949 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=8]
[WARN ] 2026-02-02 22:43:58,949 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=9]
[WARN ] 2026-02-02 22:43:58,950 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=10]
[WARN ] 2026-02-02 22:43:58,953 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=1]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=2]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=3]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=4]
[WARN ] 2026-02-02 22:43:58,954 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=5]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=6]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=7]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:58,955 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=8]
[WARN ] 2026-02-02 22:43:58,956 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=9]
[WARN ] 2026-02-02 22:43:58,956 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=10]
[WARN ] 2026-02-02 22:43:58,965 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=1]
[WARN ] 2026-02-02 22:43:58,965 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=2]
[WARN ] 2026-02-02 22:43:58,965 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=3]
[WARN ] 2026-02-02 22:43:58,965 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=4]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=5]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=6]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=7]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=8]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=9]
[WARN ] 2026-02-02 22:43:58,966 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=10]
[WARN ] 2026-02-02 22:43:58,968 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=1]
[WARN ] 2026-02-02 22:43:58,968 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=2]
[WARN ] 2026-02-02 22:43:58,968 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=3]
[WARN ] 2026-02-02 22:43:58,968 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=4]
[WARN ] 2026-02-02 22:43:58,968 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=5]
[WARN ] 2026-02-02 22:43:58,969 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=6]
[WARN ] 2026-02-02 22:43:58,969 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=7]
[WARN ] 2026-02-02 22:43:58,969 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=8]
[WARN ] 2026-02-02 22:43:58,969 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=9]
[WARN ] 2026-02-02 22:43:58,970 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=10]
[WARN ] 2026-02-02 22:43:58,970 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:58,970 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=3]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:58,971 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:58,972 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:58,973 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:58,973 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:58,973 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:58,973 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:58,973 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:58,996 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
